field_organization_name,field_address_1,field_city,field_state,Zip,field_phone,field_latitude,field_longitude,title,field_school_type,field_type
Bethel Christian Academy,614 Mt. Pleasant St.,Pittsburg,TX,75686,(903) 856-5650,33.0075,-94.9658,Bethel Christian Academy,private,school
Dallas Christian School,1515 Republic Pkwy,Mesquite,TX,75150,(972) 270-5495,32.8317,-96.6211,Dallas Christian School,private,school
Faith Christian Academy,4301 N Shary Rd,Mission,TX,78573,(956) 581-7777,26.2534,-98.2794,Faith Christian Academy,private,school
Holy Trinity Catholic High School,6608 W Adams Ave,Temple,TX,76502,(254) 771-0787,31.1188,-97.4115,Holy Trinity Catholic High School,private,school
Austin Peace Academy,5110 Manor Rd,Austin,TX,78723,(512) 926-1697,30.2993,-97.6876,Austin Peace Academy,private,school
Prestonwood Christian Academy,6801 W Park Blvd,Plano,TX,75093,(972) 930-4013,33.0272,-96.8414,Prestonwood Christian Academy,private,school
The Monarch School,2815 Rosefield Dr,Houston,TX,77080,(713) 479-0800,29.8227,-95.537,The Monarch School,private,school
Trinity Baptist Temple Academy,6045 Wj Boaz Rd,Fort Worth,TX,76179,(817) 237-4255,32.8693,-97.4138,Trinity Baptist Temple Academy,private,school
New Heights Christian Academy,1700 W 43rd St,Houston,TX,77018,(713) 861-9101,29.8331,-95.4442,New Heights Christian Academy,private,school
Vermont Commons School,75 Green Mountain Dr,South Burlington,VT,5403,(802) 865-8084,44.4312,-73.2069,Vermont Commons School,private,school
White Oak School,449 Chalk Level Rd,Chatham,VA,24531,(434) 836-6472,36.836,-79.3872,White Oak School,private,school
Cascade Vista Baptist School,11517 SE 208th St,Kent,WA,98031,(253) 854-5828,47.4154,-122.187,Cascade Vista Baptist School,private,school
Northgate Christian Academy,2121 N. 89th St.,Seattle,WA,98103,(206) 353-0902,47.6929,-122.333,Northgate Christian Academy,private,school
Abundant Life Christian School,976 Chapel Hill Rd,Triadelphia,WV,26059,(304) 547-4370,40.0891,-80.6226,Abundant Life Christian School,private,school
House of Prayer Christian Academy,338 East Railroad Ave,Sophia,WV,25921,(304) 304-9715,37.7073,-81.2466,House of Prayer Christian Academy,private,school
Aquinas Middle School,315 11th St S,La Crosse,WI,54601,(608) 784-0156,43.8081,-91.24,Aquinas Middle School,private,school
Ceria M Travis Academy,4744 N 39th St,Milwaukee,WI,53209,(414) 376-9055,43.1035,-87.9615,Ceria M Travis Academy,private,school
Faith Baptist School,3615 28th St S,La Crosse,WI,54601,(608) 788-1165,43.7719,-91.2143,Faith Baptist School,private,school
Madison Country Day School,5606 River Rd,Waunakee,WI,53597,(608) 850-6000,43.1623,-89.3875,Madison Country Day School,private,school
Early View Academy of Excellence,7132 W Good Hope Rd,Milwaukee,WI,53223,(414) 431-0001,43.1505,-88.0005,Early View Academy of Excellence,private,school
Tomah Baptist Academy,1701 Hollister Ave,Tomah,WI,54660,(608) 372-5288,43.9713,-90.5095,Tomah Baptist Academy,private,school
Destiny Christian Academy,215 E 8th St,Cheyenne,WY,82007,(307) 635-3759,41.1265,-104.808,Destiny Christian Academy,private,school
Abilene Baptist Academy,409 N Van Buren St,Abilene,KS,67410,(785) 263-1032,38.9188,-97.2421,Abilene Baptist Academy,private,school
Allendale School,600 W Grand Ave,Lake Villa,IL,60047,(847) 356-3334,42.4191,-88.0946,Allendale School,private,school
Amory Christian Academy,60035 County Barn Rd,Amory,MS,38821,(662) 256-5024,33.991,-88.448,Amory Christian Academy,private,school
Bais Rochel School,7 Israel Zupnick Dr,Monroe,NY,10950,(845) 783-5800,41.3395,-74.1616,Bais Rochel School,private,school
Beth Jacob High School,1110 NE 163rd St Ofc 201,North Miami Beach,FL,33162,(305) 957-1670,25.9251,-80.1774,Beth Jacob High School,private,school
Kiefer School,404 NE Madison Ave,Peoria,IL,61603,(309) 687-7236,40.6961,-89.5878,Kiefer School,private,school
Beth Haven Academy,2023 S Ridge Rd,Green Bay,WI,54304,(920) 494-8831,44.4999,-88.0658,Beth Haven Academy,private,school
Bethany Christian School,13855 Plank Rd,Baker,LA,70714,(225) 774-0133,30.573,-91.1291,Bethany Christian School,private,school
Bethel Baptist Christian School,118 E Elk St,Manistique,MI,49854,(906) 341-6335,45.9612,-86.248,Bethel Baptist Christian School,private,school
Hoover Christian School,2113 Old Rocky Ridge Rd,Hoover,AL,35216,(205) 987-3376,33.3884,-86.7952,Hoover Christian School,private,school
Brehm Preparatory School,950 S Brehm Ln,Carbondale,IL,62901,(618) 457-0371,37.7171,-89.1933,Brehm Preparatory School,private,school
El Paso Bridges Academy,4320 N Stanton St,El Paso,TX,79902,(915) 532-6647,31.7995,-106.504,El Paso Bridges Academy,private,school
Byne Christian School,2832 Ledo Rd,Albany,GA,31707,(229) 436-0173,31.6217,-84.2149,Byne Christian School,private,school
Calvary Baptist Christian Academy,2106 E Windsor Rd.,Urbana,IL,61802,(217) 367-2262,40.0839,-88.181,Calvary Baptist Christian Academy,private,school
Calvary Christian Academy,14517 McMullen Highway,Cresaptown,MD,21502,(301) 729-0791,39.5962,-78.8295,Calvary Christian Academy,private,school
Chestnut Ridge Christian Academy,115 Downer Ave,Uniontown,PA,15401,(724) 439-1090,39.9083,-79.731,Chestnut Ridge Christian Academy,private,school
Calvary Christian School,31139 N James Madison Hwy,New Canton,VA,23123,(434) 581-3874,37.7065,-78.3042,Calvary Christian School,private,school
Campion Academy,300 42nd St SW,Loveland,CO,80537,(970) 667-5592,40.3454,-105.085,Campion Academy,private,school
Cape Christian Academy,10 Oyster Rd,Cape May Court House,NJ,8210,(609) 465-4132,39.0566,-74.8436,Cape Christian Academy,private,school
Carrabassett Valley Academy,3197 Carrabassett Dr,Carrabassett Valley,ME,4947,(207) 237-2250,45.0792,-70.3102,Carrabassett Valley Academy,private,school
Carroll County Christian Academy,1211 Lincoln Ave NW,Carrollton,OH,44615,(330) 627-5124,40.5906,-81.0875,Carroll County Christian Academy,private,school
Central Christian Academy,1505 West St,Southington,CT,6489,(860) 621-6701,41.6295,-72.8993,Central Christian Academy,private,school
Charleston Sda School,2518 Savannah Hwy,Charleston,SC,29414,(843) 571-7519,32.7941,-80.0538,Charleston Sda School,private,school
Chilton Christian Academy,23240 Us Highway 31,Jemison,AL,35085,(205) 688-4454,32.9398,-86.7342,Chilton Christian Academy,private,school
Churchill Center & School,1021 Municipal Center Dr,St. Louis,MO,63131,(314) 997-4343,38.6295,-90.452,Churchill Center & School,private,school
Adventist Christian Academy of Texas,3601 S Loop 336 E,Conroe,TX,77301,(936) 520-3407,30.2986,-95.4045,Adventist Christian Academy of Texas,private,school
Countryside Montessori School,4755 Prosperity Rd,Charlotte,NC,28269,(704) 503-6000,35.3696,-80.7763,Countryside Montessori School,private,school
Cowden Lake Bible Academy,4481 N Black Rd,Coral,MI,49322,(231) 354-6972,43.3589,-85.3436,Cowden Lake Bible Academy,private,school
Crossroads College Preparatory School,500 Debaliviere,St. Louis,MO,63112,(314) 367-8085,38.652,-90.2838,Crossroads College Preparatory School,private,school
East Pasco Adventist Academy,38434 Centennial Rd,Dade City,FL,33525,(352) 567-3646,28.302,-82.1801,East Pasco Adventist Academy,private,school
East Texas Christian Academy,2448 Roy Rd,Tyler,TX,75707,(903) 561-8642,32.2761,-95.269,East Texas Christian Academy,private,school
Eton Academy,1755 E Melton Rd,Birmingham,MI,48009,(248) 642-1150,42.5346,-83.1918,Eton Academy,private,school
Faith Baptist School,30505 Dagsboro Rd,Salisbury,MD,21804,(410) 742-9516,38.4204,-75.5544,Faith Baptist School,private,school
Faith Christian Academy & Preschool,9307 Curry Ford Road,Orlando,FL,32825,(407) 275-8031,28.5143,-81.2538,Faith Christian Academy & Preschool,private,school
Falls Baptist Academy,N69w12703 Appleton Ave,Menomonee Falls,WI,53051,(262) 251-7051,43.1426,-88.0686,Falls Baptist Academy,private,school
De Colores Montessori School,312 Central Ave,Greenville,OH,45331,(937) 547-1334,40.0956,-84.634,De Colores Montessori School,private,school
Foundation Academy,125 E Plant St,Winter Garden,FL,34787,(407) 877-2744,28.5668,-81.5842,Foundation Academy,private,school
Real Life Christian Academy,1501 Steves Rd,Clermont,FL,34711,(352) 394-5575,28.5347,-81.7297,Real Life Christian Academy,private,school
First Coast Christian School,7587 Blanding Blvd,Jacksonville,FL,32244,(904) 777-3040,30.2096,-81.7367,First Coast Christian School,private,school
Foristell Baptist Academy,124 S Main St,Foristell,MO,63348,(636) 673-2180,38.8153,-90.958,Foristell Baptist Academy,private,school
Front Range Baptist Academy,625 E Harmony Rd,Fort Collins,CO,80525,(970) 223-2173,40.5218,-105.067,Front Range Baptist Academy,private,school
Christian Heritage Academy,315 Waukegan Rd,Northfield,IL,60093,(847) 446-5252,42.1005,-87.797,Christian Heritage Academy,private,school
Grace Baptist Academy,19301 SW 127th Ave,Miami,FL,33177,(305) 238-7332,25.5874,-80.3965,Grace Baptist Academy,private,school
Grace Baptist Academy,7815 Shallowford Rd,Chattanooga,TN,37421,(423) 892-8224,35.0363,-85.1349,Grace Baptist Academy,private,school
Hartland Christian School,10 Elm St,Hartland,ME,4943,(207) 938-4250,44.8829,-69.4475,Hartland Christian School,private,school
Hidden Treasure Christian School,500 W Lee Rd,Taylors,SC,29687,(864) 235-6848,34.8961,-82.3483,Hidden Treasure Christian School,private,school
Immanuel Christian School,1201 Hawkins Blvd.,El Paso,TX,79925,(915) 778-6160,31.7767,-106.375,Immanuel Christian School,private,school
Icw Baptist Church School,1200 Kempsville Rd,Chesapeake,VA,23320,(757) 547-3552,36.7577,-76.2043,Icw Baptist Church School,private,school
Laguna Niguel Jr Academy,29702 Kensington Dr,Laguna Niguel,CA,92677,(949) 495-3428,33.532,-117.719,Laguna Niguel Jr Academy,private,school
Lake Shore Christian Academy,860 Swift Rd,Pasadena,MD,21122,(410) 437-3529,39.1035,-76.504,Lake Shore Christian Academy,private,school
Lutheran High School of Kansas City,12411 Wornall Rd,Kansas City,MO,64145,(816) 241-5478,38.9032,-94.5919,Lutheran High School of Kansas City,private,school
Madison Baptist Academy,2323 Portage Rd,Madison,WI,53704,(608) 249-0941,43.1298,-89.3148,Madison Baptist Academy,private,school
Maharishi School of the Age of Enlightenment,804 Dr Robert Keith Wallace Dr,Fairfield,IA,52556,(641) 472-9400,41.0142,-91.9663,Maharishi School of the Age of Enlightenment,private,school
Marietta Christian School,4070 State Route 60,Marietta,OH,45750,(740) 373-5551,39.4593,-81.4624,Marietta Christian School,private,school
Maryvale Preparatory School,11300 Falls Rd,Lutherville,MD,21093,(410) 382-8500,39.4299,-76.6857,Maryvale Preparatory School,private,school
Melmark School,2600 Wayland Rd,Berwyn,PA,19312,(610) 353-1726,39.9976,-75.4455,Melmark School,private,school
Montessori Private Academy,8101 Sayer Rd,Rockford,IL,61108,(815) 332-8101,42.2541,-88.959,Montessori Private Academy,private,school
Morristown Covenant Academy,503 South Jackson Street,Morristown,TN,37813,(423) 587-3247,36.2072,-83.2938,Morristown Covenant Academy,private,school
Mounds Park Academy,2051 Larpenteur Ave E,St. Paul,MN,55109,(651) 777-2555,44.9951,-93.0138,Mounds Park Academy,private,school
Mt Juliet Christian Academy,735 N Mount Juliet Rd,Mount Juliet,TN,37122,(615) 758-2427,36.1817,-86.5101,Mt Juliet Christian Academy,private,school
New Braunfels Christian Academy,220 Fm 1863,New Braunfels,TX,78132,(830) 629-1821,29.7182,-98.1846,New Braunfels Christian Academy,private,school
Open Door Christian Academy,27710 SE Strebin Rd,Troutdale,OR,97060,(503) 661-0606,45.5053,-122.378,Open Door Christian Academy,private,school
Pine Castle Christian Academy,7101 Lake Ellenor Dr,Orlando,FL,32809,(407) 313-7222,28.4629,-81.401,Pine Castle Christian Academy,private,school
Pine Drive Christian School,705 Fm 517 Rd E,Dickinson,TX,77539,(281) 534-4881,29.4532,-95.0723,Pine Drive Christian School,private,school
The Potter'S House,810 Van Raalte Dr SW,Grand Rapids,MI,49509,(616) 241-5202,42.937,-85.6869,The Potter'S House,private,school
Prince of Peace Christian School,4004 Midway Rd,Carrollton,TX,75007,(972) 447-0532,33.0205,-96.8425,Prince of Peace Christian School,private,school
Adventist Christian Academy,4805 Dillard Dr,Raleigh,NC,27606,(919) 233-1300,35.7492,-78.7228,Adventist Christian Academy,private,school
North Dallas Adventist Academy,302 Centennial Blvd,Richardson,TX,75081,(972) 234-6322,32.9388,-96.7335,North Dallas Adventist Academy,private,school
Richland Christian Academy,2055 Allison Park Dr,Richland Center,WI,53581,(608) 647-6771,43.3537,-90.3885,Richland Christian Academy,private,school
Denver Jewish Day School,2450 S Wabash St,Denver,CO,80231,(303) 369-0663,39.6712,-104.888,Denver Jewish Day School,private,school
Rosehill Christian School,19830 Fm 2920 Rd,Tomball,TX,77377,(281) 351-8114,30.0827,-95.7332,Rosehill Christian School,private,school
St Anne Institute,160 N Main Ave,Albany,NY,12206,(518) 437-6577,42.6714,-73.7819,St Anne Institute,private,school
Scenic Hills Christian Academy,11223 Bandera Rd,San Antonio,TX,78250,(210) 523-2312,29.5467,-98.6622,Scenic Hills Christian Academy,private,school
Sherwood Christian Academy,5611 Ector Ave,Odessa,TX,79762,(432) 362-7447,31.9003,-102.373,Sherwood Christian Academy,private,school
South Liberty Baptist Academy,2895 Burketville Rd,Liberty,ME,4949,(207) 845-6013,44.3204,-69.3596,South Liberty Baptist Academy,private,school
St Louis Christian Academy,3145 Lafayette Ave,St. Louis,MO,63104,(314) 664-3299,38.6164,-90.2318,St Louis Christian Academy,private,school
Bnos Bais Yaakov / Tichon Meir Moshe,613 Beach 9th St,Far Rockaway,NY,11691,(718) 337-6000,40.6013,-73.7455,Bnos Bais Yaakov / Tichon Meir Moshe,private,school
Temple Baptist Christian School,66 Fairlane Dr,Manchester,TN,37355,(931) 728-4911,35.4936,-86.0992,Temple Baptist Christian School,private,school
Temple Christian Academy,2501 Northshore Blvd,Flower Mound,TX,75028,(972) 874-8700,33.0095,-97.068,Temple Christian Academy,private,school
The Branson School,39 Fernhill Avenue,Ross,CA,94957,(415) 454-3612,37.966,-122.565,The Branson School,private,school
The Master'S School,36 Westledge Rd,West Simsbury,CT,6092,(860) 651-9361,41.8764,-72.862,The Master'S School,private,school
The Quaker School at Horsham,250 Meetinghouse Rd,Horsham,PA,19044,(215) 674-2875,40.1866,-75.1289,The Quaker School at Horsham,private,school
The Waterford School,1480 E 9400 S,Sandy,UT,84093,(801) 572-1780,40.5794,-111.847,The Waterford School,private,school
Torah Academy of Bergen County,1600 Queen Anne Rd,Teaneck,NJ,7666,(201) 837-7696,40.905,-74.0027,Torah Academy of Bergen County,private,school
Tri-Unity Christian School,5353 Wilson Ave SW,Wyoming,MI,49418,(616) 534-8827,42.8679,-85.7642,Tri-Unity Christian School,private,school
Trinity Christian School,1079 Velvet Ridge Rd.,Bradford,AR,72020,(501) 344-2764,35.4257,-91.4857,Trinity Christian School,private,school
Victory Baptist Academy,5364 Highway 67,Benton,AR,72015,(501) 778-5013,34.5392,-92.6417,Victory Baptist Academy,private,school
Victory Christian Academy,606 36th Ave SE,Rochester,MN,55904,(507) 289-2966,44.0151,-92.4083,Victory Christian Academy,private,school
Victory Christian Academy,1601 a D Mims Rd,Ocoee,FL,34761,(407) 656-1295,28.5841,-81.5233,Victory Christian Academy,private,school
Westchester Exceptional Childrens School,520 Route 22,North Salem,NY,10560,(914) 277-5533,41.3286,-73.6586,Westchester Exceptional Childrens School,private,school
Winston Preparatory School,126 W 17th St,New York,NY,10011,(646) 638-2705,40.7397,-73.9968,Winston Preparatory School,private,school
Yeshiva Ateret Torah,901 Quentin Rd,Brooklyn,NY,11223,(718) 375-2556,40.6079,-73.9634,Yeshiva Ateret Torah,private,school
Yeshiva Toras Chaim,1025 NE Miami Gardens Dr,North Miami Beach,FL,33179,(305) 944-5344,25.9449,-80.1804,Yeshiva Toras Chaim,private,school
Lighthouse Christian Academy,3570 Bell Rd,Montgomery,AL,36116,(334) 271-4200,32.3317,-86.1969,Lighthouse Christian Academy,private,school
Madison Baptist Academy,840 Balch Rd,Madison,AL,35758,(256) 830-6224,34.7386,-86.7696,Madison Baptist Academy,private,school
Open Door Christian School,20774 County Road 12 S,Foley,AL,36535,(251) 943-1693,30.3538,-87.67,Open Door Christian School,private,school
Victory Christian School,154 Victory Dr,Pell City,AL,35125,(205) 338-2901,33.5995,-86.3187,Victory Christian School,private,school
Valley Fellowship Christian Academy,3616 Holmes Ave NW,Huntsville,AL,35816,(256) 533-5248,34.7278,-86.6217,Valley Fellowship Christian Academy,private,school
Victory Christian School,1244 Maul Rd,Camden,AR,71701,(870) 836-6300,33.5994,-92.8691,Victory Christian School,private,school
Lisa Kampner Hebrew Academy,645 14th Ave,San Francisco,CA,94118,(415) 752-7333,37.776,-122.473,Lisa Kampner Hebrew Academy,private,school
Idyllwild Arts Academy,52500 Temecula Rd,Idyllwild,CA,92549,(951) 659-2171,33.7336,-116.747,Idyllwild Arts Academy,private,school
Orangewood Academy,13732 Clinton St,Garden Grove,CA,92843,(714) 534-4694,33.7643,-117.91,Orangewood Academy,private,school
Sacramento Adventist Academy,5601 Winding Way,Carmichael,CA,95608,(916) 481-2300,38.649,-121.334,Sacramento Adventist Academy,private,school
San Fernando Valley Academy,17601 Lassen St,Northridge,CA,91325,(818) 349-1373,34.2513,-118.519,San Fernando Valley Academy,private,school
Berean Christian School,8350 Okeechobee Blvd,West Palm Beach,FL,33411,(561) 798-9300,26.7067,-80.1754,Berean Christian School,private,school
Calusa Preparatory School,12515 SW 72nd St,Miami,FL,33183,(305) 596-3787,25.7016,-80.397,Calusa Preparatory School,private,school
Citrus Park Christian School,7705 Gunn Hwy,Tampa,FL,33625,(813) 920-3960,28.0797,-82.5723,Citrus Park Christian School,private,school
Paladin Academy,14900 NW 20th Street,Pembroke Pines,FL,33028,(954) 431-4224,26.0266,-80.3464,Paladin Academy,private,school
Faith Christian Academy,175 Spring Time St,Spring Hill,FL,34608,(352) 686-9350,28.4366,-82.556,Faith Christian Academy,private,school
Gospel Baptist Christian School,24861 Old 41 Rd,Bonita Springs,FL,34135,(239) 947-1285,26.3804,-81.805,Gospel Baptist Christian School,private,school
Grace Community Daycare & School,5524 19th Ct SW,Naples,FL,34116,(239) 455-4520,26.1923,-81.718,Grace Community Daycare & School,private,school
Liberty Christian Prep School,2451 Dora Ave,Tavares,FL,32778,(352) 343-0061,28.8191,-81.7029,Liberty Christian Prep School,private,school
Lighthouse Christian Prep. Acdy,126 S Ridgewood Ave,Deland,FL,32720,(386) 734-5380,29.0237,-81.341,Lighthouse Christian Prep. Acdy,private,school
Miami Union Academy Sda,12600 NW 4th Ave,North Miami,FL,33168,(305) 953-9907,25.8908,-80.2055,Miami Union Academy Sda,private,school
Morningside Academy,2180 SE Morningside Blvd,Port St. Lucie,FL,34952,(772) 335-3231,27.2737,-80.2989,Morningside Academy,private,school
West Coast Christian School,718 NW 1st Ave,Crystal River,FL,34428,(352) 795-2079,28.9015,-82.5951,West Coast Christian School,private,school
Seven Rivers Christian School,4221 W Gulf to Lake Hwy,Lecanto,FL,34461,(352) 746-5696,28.8606,-82.5031,Seven Rivers Christian School,private,school
Riverside Christian School,8149 SW County Road 341,Trenton,FL,32693,(352) 463-1569,29.6179,-82.909,Riverside Christian School,private,school
Bible Baptist Christian School,2780 Mount Carmel Rd,Hampton,GA,30228,(770) 946-4700,33.4332,-84.278,Bible Baptist Christian School,private,school
Cherokee Christian Schools,3075 Trickum Rd,Woodstock,GA,30188,(678) 494-5464,34.1162,-84.4685,Cherokee Christian Schools,private,school
Lighthouse Christian School,4565 Bemiss Rd,Valdosta,GA,31605,(229) 244-8436,30.9269,-83.2474,Lighthouse Christian School,private,school
Maranatha Christian Academy,5135 McEver Road,Oakwood,GA,30566,(770) 536-6334,34.2305,-83.8975,Maranatha Christian Academy,private,school
Old Suwanee Christian School,4118 Old Suwanee Rd,Buford,GA,30518,(770) 945-5451,34.0797,-84.029,Old Suwanee Christian School,private,school
Trinity Christian School,571 E Main St,Statesboro,GA,30461,(912) 489-1375,32.4554,-81.7488,Trinity Christian School,private,school
Warner Robins Christian Academy,2601 Watson Blvd,Warner Robins,GA,31093,(478) 922-1201,32.6167,-83.6665,Warner Robins Christian Academy,private,school
Calvary Baptist Academy,423 Lucinda Ave,Belleville,IL,62221,(618) 234-3620,38.5232,-89.9699,Calvary Baptist Academy,private,school
Christian Fellowship School,616 U.s. Route 51,Du Quoin,IL,62832,(618) 542-6800,37.9693,-89.2336,Christian Fellowship School,private,school
Faith Baptist School,415 E Main St,Belleville,IL,62220,(618) 671-6597,38.5139,-89.9782,Faith Baptist School,private,school
Christ Episcopal School,80 Christwood Blvd,Covington,LA,70433,(985) 871-9902,30.4377,-90.1429,Christ Episcopal School,private,school
Mt Olive Christian School,15349 Highway 9,Athens,LA,71003,(318) 258-5661,32.6501,-93.0199,Mt Olive Christian School,private,school
John Dewey Academy,389 Main St,Great Barrington,MA,1230,(413) 528-9800,42.1911,-73.3646,John Dewey Academy,private,school
Emmanuel Christian School,645 Highway 25,Dennis,MS,38838,(256) 412-8614,34.5527,-88.2247,Emmanuel Christian School,private,school
Southside Christian Academy,7300 Virginia Ave,St. Louis,MO,63111,(314) 832-1231,38.5519,-90.2591,Southside Christian Academy,private,school
Victory Baptist Academy,Canyon Road,Piedmont,MO,63957,(573) 223-4198,37.1228,-90.7498,Victory Baptist Academy,private,school
Trinity Christian School,80 Clinton St,Concord,NH,3301,(603) 225-5410,43.1913,-71.55,Trinity Christian School,private,school
Brookfield Academy High School,1009 Berlin Rd,Cherry Hill,NJ,8034,(856) 795-8228,39.8839,-75.0136,Brookfield Academy High School,private,school
East Mountain School,252 County Road 601,Belle Mead,NJ,8502,(908) 281-1446,40.4673,-74.6837,East Mountain School,private,school
Shaarei Torah of Rockland,91 Carlton Rd W,Suffern,NY,10901,(845) 352-3431,41.1235,-74.0898,Shaarei Torah of Rockland,private,school
The Norman Howard School,275 Pinnacle Rd,Rochester,NY,14623,(585) 334-8010,43.0786,-77.5836,The Norman Howard School,private,school
Hilltop Christian School,10212 Fayetteville Rd,Fuquay Varina,NC,27526,(919) 552-5612,35.6278,-78.7224,Hilltop Christian School,private,school
New School Montessori Center,5617 Sunset Lake Rd,Holly Springs,NC,27540,(919) 303-3636,35.6546,-78.788,New School Montessori Center,private,school
The O'Neal School,3300 Airport Rd,Southern Pines,NC,28388,(910) 692-6920,35.2244,-79.4081,The O'Neal School,private,school
The Miami Montessori School,86 Troy Town Dr,Troy,OH,45373,(937) 339-0025,40.0509,-84.2375,The Miami Montessori School,private,school
Nightingale Montessori,1106 E High St,Springfield,OH,45505,(937) 324-0336,39.921,-83.7928,Nightingale Montessori,private,school
Spring Valley Academy,1461 E Spring Valley Pike,Dayton,OH,45458,(937) 433-0790,39.6161,-84.1407,Spring Valley Academy,private,school
William Bradford Christian School,2320 NE 1st St,Pryor,OK,74361,(918) 825-7038,36.3073,-95.2927,William Bradford Christian School,private,school
Delaware Valley Friends School,19 E Central Ave,Paoli,PA,19301,(610) 640-4150,40.0443,-75.4816,Delaware Valley Friends School,private,school
Foundation Christian School,11116 Livermore Rd,Meadville,PA,16335,(814) 724-1735,41.6199,-80.1271,Foundation Christian School,private,school
Acld Tillotson School,4900 Girard Rd,Pittsburgh,PA,15227,(412) 881-2268,40.3599,-79.9692,Acld Tillotson School,private,school
MMI Preparatory School,154 Centre St,Freeland,PA,18224,(570) 636-1108,41.0134,-75.8976,MMI Preparatory School,private,school
New Bethlehem Wesleyan Methodist School,140 Calhoun School Rd,New Bethlehem,PA,16242,(724) 545-1334,40.9162,-79.3641,New Bethlehem Wesleyan Methodist School,private,school
Kingston Academy,183 Fiddlers Ln,Kingston,TN,37763,(865) 376-2296,35.8842,-84.3954,Kingston Academy,private,school
United Christian Academy,784 Highway 46 S,Dickson,TN,37055,(615) 446-0322,36.0474,-87.3647,United Christian Academy,private,school
University School of Jackson,232 McClellan Rd,Jackson,TN,38305,(731) 664-0812,35.7058,-88.8897,University School of Jackson,private,school
Faith Christian Academy,8960 Escobar Dr,El Paso,TX,79907,(915) 594-3305,31.7149,-106.312,Faith Christian Academy,private,school
Faith Christian Academy,124 E. Leona St.,Dilley,TX,78017,(830) 965-1324,28.667,-99.1678,Faith Christian Academy,private,school
Jesus Chapel School,10200 Album Ave,El Paso,TX,79925,(915) 593-1153,31.7811,-106.346,Jesus Chapel School,private,school
The Winston School San Antonio,8565 Ewing Halsell Dr,San Antonio,TX,78229,(210) 615-6544,29.5184,-98.5814,The Winston School San Antonio,private,school
University Academy,501 S Chipeta Way,Salt Lake City,UT,84108,(801) 587-3154,40.7582,-111.825,University Academy,private,school
Shenandoah Valley Christian Academy,4701 Valley Pike,Stephens City,VA,22655,(540) 869-4600,39.0993,-78.207,Shenandoah Valley Christian Academy,private,school
Victory Christian Academy,8491 Chamberlayne Rd,Richmond,VA,23227,(804) 262-8256,37.6373,-77.4237,Victory Christian Academy,private,school
Coulee Region Christian School,230 Garland St W,West Salem,WI,54669,(608) 786-3004,43.8992,-91.0831,Coulee Region Christian School,private,school
Stevens Point Christian Academy,801 County Road Hh,Stevens Point,WI,54481,(715) 341-3275,44.5236,-89.6046,Stevens Point Christian Academy,private,school
Apostles Lutheran School,5828 Santa Teresa Blvd,San Jose,CA,95123,(408) 578-4800,37.2373,-121.84,Apostles Lutheran School,private,school
The Guild for Human Services,411 Waverley Oaks Rd Ste 104,Waltham,MA,2452,(781) 893-6000,42.3871,-71.2032,The Guild for Human Services,private,school
Bergen Center for Child Development,140 Park St,Haworth,NJ,7641,(201) 385-4857,40.9601,-73.9896,Bergen Center for Child Development,private,school
Fordham Preparatory School,441 E Fordham Rd,Bronx,NY,10458,(718) 367-7500,40.8616,-73.8854,Fordham Preparatory School,private,school
Texas Christian School,17810 Kieth Harrow Blvd,Houston,TX,77084,(281) 550-6060,29.8506,-95.6707,Texas Christian School,private,school
Arroyo Pacific Academy,41 W Santa Clara St,Arcadia,CA,91007,(626) 294-0661,34.1422,-118.033,Arroyo Pacific Academy,private,school
Calvary Christian School,14655 Nelson Ave,La Puente,CA,91744,(626) 536-2264,34.0361,-117.97,Calvary Christian School,private,school
Oxford School,18760 Colima Rd,Rowland Heights,CA,91748,(626) 964-9588,33.9862,-117.894,Oxford School,private,school
Mother Mcauley Liberal Arts High School,3737 W 99th St,Chicago,IL,60655,(773) 881-6500,41.7123,-87.7164,Mother Mcauley Liberal Arts High School,private,school
St Joseph'S Catholic School,34530 Sims St,Wayne,MI,48184,(734) 722-6741,42.2833,-83.3781,St Joseph'S Catholic School,private,school
Tobinworld,920 E Broadway,Glendale,CA,91205,(818) 247-7474,34.1458,-118.243,Tobinworld,private,school
Canyon Oaks School,1414 N Catalina St,Los Angeles,CA,90027,(323) 953-3340,34.0971,-118.295,Canyon Oaks School,private,school
Sage Hill School,20402 Newport Coast Dr,Newport Coast,CA,92657,(949) 219-0100,33.6188,-117.823,Sage Hill School,private,school
Cal Coast Academy,11555 Clews Ranch Rd,San Diego,CA,92130,(858) 481-0882,32.9408,-117.217,Cal Coast Academy,private,school
Dunamis Academy & Dunamis Learning Center,2825 Merton Ave,San Diego,CA,92111,(619) 319-5887,32.7957,-117.165,Dunamis Academy & Dunamis Learning Center,private,school
San Diego Center for Children Academy,3002 Armstrong St,San Diego,CA,92111,(858) 569-2131,32.7996,-117.167,San Diego Center for Children Academy,private,school
Cornerstone Academy,1111 N. Wells Street,Chicago,IL,60610,(312) 573-8854,41.9026,-87.6342,Cornerstone Academy,private,school
Newhope Academy,6289 W Howard St,Niles,IL,60714,(847) 588-0463,42.0195,-87.7762,Newhope Academy,private,school
Iman Academy - Southwest,6240 Highway 6 S,Houston,TX,77083,(281) 498-1345,29.7103,-95.6444,Iman Academy - Southwest,private,school
